segment_id,line,midpoint,midpoint_x,midpoint_y,date,section_id,dfbsec_beg,dfbsec_end,individuals,bss,se_length
s11-r10000m,"LINESTRING (572357.7596042173 4733598.90097864, 571920.2039769859 4733594.329206079, 571484.0137248726 4733589.800982227, 571033.9112653524 4733585.157214581, 570597.7211137983 4733580.684972325, 570201.6310374279 4733576.647742725, 569765.440979171 4733572.228070119, 569315.3387184453 4733567.696315596, 568824.1300215062 4733581.663593594, 568387.9413075857 4733577.330914029, 567950.9342759807 4733573.017734064, 567569.5761185805 4733569.276394199, 567119.4753351717 4733564.887745695, 566682.4684402336 4733560.654835368, 566246.2799566295 4733556.457428226, 565809.9222307139 4733570.054666658, 565318.9046695681 4733565.3936048625, 564881.8990885145 4733561.274622588, 564445.7119150823 4733557.190929833, 564022.6185832485 4733553.256146502, 563641.261766819 4733549.731725438, 563204.2563577663 4733545.718903931, 562768.0693548479 4733541.741172838, 562277.0521429274 4733537.296388937, 562071.7130928597 4733544.610081776)",POINT (567214.6850837235 4733565.816075829),567214.6850837235,4733565.816075829,2019-03-03,s002,20574.044504940623,30861.066757410932,0.0,3.0,10287.0222524704
s12-r10000m,"LINESTRING (562071.7130928597 4733544.610081776, 561853.78996694 4733552.371989727, 561417.6042903262 4733548.479542161, 560994.5124083699 4733544.730262576, 560613.1568970984 4733541.373045625, 560176.1529816833 4733537.551826632, 559753.879575189 4733533.885683183, 559316.8757419861 4733530.118837755, 558894.6024143659 4733526.505234917, 558403.4273401254 4733541.213345917, 558035.166793736 4733538.109206733, 557544.152776552 4733534.000901085, 557121.0624057219 4733530.488911497, 556752.8019586107 4733527.453152887, 556329.7116573846 4733523.989643744, 555893.5276909887 4733520.446081994, 555416.4259485564 4733516.601649961, 554993.33576268 4733513.220010605, 554570.24561275 4733509.864290702, 554147.9738545752 4733506.540905791, 553670.0539227229 4733502.81070257, 553356.6235807879 4733500.382310669, 552879.5220787243 4733496.713134895, 552456.4321042451 4733493.486911077, 552033.3421640552 4733490.28660635, 551785.3730453142 4733488.425143658)",POINT (556928.7247722488 4733528.903374327),556928.7247722488,4733528.903374327,2019-03-03,s002,30861.066757410932,41148.089009881245,0.0,3.0,10287.022252470319
s13-r10000m,"LINESTRING (551785.3730453142 4733488.425143658, 551665.0820890726 4733487.522139573, 551242.8105679043 4733484.376385275, 550819.7207245396 4733481.250428413, 550396.630914398 4733478.150390416, 549933.4417209432 4733474.786258375, 549510.3519794971 4733471.740514457, 549087.2622704153 4733468.72068923, 548664.8657658424 4733483.499581526, 548241.7772090178 4733480.531542056, 547873.518336107 4733477.969239994, 547450.4298380425 4733475.049678677, 547028.1597239017 4733472.16160777, 546605.07128754 4733469.293833145, 546127.9715979655 4733466.0910522435, 545704.8832260951 4733463.278422947, 545281.7948841053 4733460.491711873, 544913.5361966148 4733458.08723887, 544436.4366412091 4733455.001309067, 544013.3483871438 4733452.292302225, 543645.08977551 4733449.955463344, 543222.8199274307 4733447.300054766, 542799.7317551633 4733444.665392912, 542322.6323604172 4733441.725483316, 541940.4618586369 4733439.394303536, 541517.3737703324 4733436.838197281, 541498.8341835511 4733436.727324111)",POINT (546642.2404901425 4733469.545773134),546642.2404901425,4733469.545773134,2019-03-03,s002,41148.089009881245,51435.11126235156,0.0,3.0,10287.022252470251
s14-r10000m,"LINESTRING (541498.8341835511 4733436.727324111, 541095.1040612957 4733434.312877729, 540672.016026951 4733431.808556772, 540248.9280191996 4733429.330153461, 539826.6583897341 4733426.882386419, 539403.5704342871 4733424.455768133, 538980.375967556 4733440.93251118, 538558.1075693375 4733438.562295118, 538080.1914279906 4733435.910869866, 537671.0166746981 4733433.667091222, 537248.7483534523 4733431.376928577, 536880.4911163654 4733429.400768752, 536457.4044909618 4733427.154618594, 536034.3178893962 4733424.934385664, 535571.13219786 4733422.533442605, 535148.0456453316 4733420.367500367, 534724.9591157847 4733418.227475231, 534356.7020002417 4733416.385880767, 533947.5274473674 4733414.362693306, 533525.2593305693 4733412.300180415, 533047.3435037743 4733409.997007785, 532638.1690164568 4733408.0513901515, 532161.0715894335 4733405.813410358, 531847.6439632747 4733404.361113511, 531369.7282315126 4733402.174023717, 531212.2691829051 4733401.464169962)",POINT (536355.718667754 4733426.62100157),536355.718667754,4733426.62100157,2019-03-03,s002,51435.11126235156,61722.13351482187,0.0,3.0,10287.022252470335
s15-r10000m,"LINESTRING (531212.2691829051 4733401.464169962, 530906.5428041318 4733400.085900376, 530592.2968742817 4733398.686908829, 530170.0289234021 4733396.829528362, 529760.8545711467 4733395.054369239, 529337.7683100516 4733393.244345248, 528860.671059902 4733391.234344904, 528451.4967650106 4733389.536754564, 527973.5812105946 4733387.584659831, 527660.1537278432 4733386.3223885335, 527183.0565603265 4733384.428270741, 526719.052990275 4733382.617747108, 526405.6255465815 4733381.412405033, 525982.539430026 4733379.807908367, 525573.435145657 4733359.403408897, 525150.3479059191 4733357.849893479, 524728.0790331446 4733356.325224071, 524318.9037841969 4733354.872458998, 523854.8990698784 4733353.25435315, 523431.811895233 4733351.806106819, 523022.63669255335 4733350.430133667, 522600.367898153 4733349.035545118, 522191.1927238293 4733347.708827264, 521727.1880925588 4733346.233658812, 521413.75992980564 4733345.254843907, 520949.7553269656 4733343.831902407, 520925.82684062386 4733343.760034529)",POINT (526068.80240074 4733380.135048974),526068.80240074,4733380.135048974,2019-03-03,s002,61722.13351482187,72009.15576729218,0.0,3.0,10287.022252470255
s16-r10000m,"LINESTRING (520925.82684062386 4733343.760034529, 520540.58020587155 4733342.602967678, 520117.5448913313 4733323.590769831, 519708.36874301295 4733322.411139137, 519299.19260675187 4733321.255748083, 518849.05038583773 4733337.779782335, 518535.66996786726 4733319.1646045605, 518071.6642678092 4733317.935012542, 517608.47693413624 4733316.738677709, 517308.1416916101 4733315.979562139, 516898.96562103764 4733314.966360409, 516489.78956080193 4733313.977398188, 516066.7015251252 4733312.980300969, 515616.60788168106 4733311.948009118, 515398.9262328371 4733311.459277883, 515248.3494547487 4733311.125222208, 514839.17343367916 4733310.234042, 514375.98618877045 4733309.254476014, 514020.82141852606 4733308.524399855, 513598.5517922533 4733307.680147346, 513134.58212149853 4733287.9048239095, 512725.4050263514 4733287.138864798, 512261.398209862 4733286.299596237, 511947.9685668165 4733285.750321869, 511483.96176628507 4733284.96327936, 511074.7847010146 4733284.2951016845, 510706.5253480734 4733283.714466378, 510640.5306537837 4733283.614384419)",POINT (515783.6118761942 4733312.331033551),515783.6118761942,4733312.331033551,2019-03-03,s002,72009.15576729218,82296.17801976249,0.0,3.0,10287.022252470322
s17-r10000m,"LINESTRING (510640.5306537837 4733283.614384419, 510243.3369249967 4733283.012034084, 509834.1598795019 4733282.417349921, 509424.9828400255 4733281.846905022, 509001.89378726634 4733281.282554463, 508537.88703790784 4733280.693420779, 508224.45743854763 4733280.313108699, 507760.4507002385 4733279.7762008635, 507351.2937782947 4733260.451208772, 506983.03346415167 4733260.06909307, 506573.85534137936 4733259.6675473, 506110.66571123974 4733259.242247204, 505701.4875967417 4733258.89237937, 505278.39743001474 4733258.556105409, 504869.2193223489 4733258.255540045, 504405.2113518483 4733257.944027773, 504105.6929812188 4733257.759500055, 503641.68501622754 4733257.499278899, 503232.5069189779 4733257.295670152, 502809.42399488046 4733239.3436732385, 502400.2448489029 4733239.189366977, 501991.0657043942 4733239.059299844, 501581.88656110404 4733238.953471838, 501172.70741878194 4733238.871882954, 500763.5282771775 4733238.814533194, 500354.34913603927 4733238.781422554)",POINT (505497.47902787966 4733258.730232445),505497.47902787966,4733258.730232445,2019-03-03,s002,82296.17801976249,92583.2002722328,0.0,3.0,10287.022252470297
s18-r10000m,"LINESTRING (500383.1946507467 4714750.31577576, 500765.5687564222 4714750.347387668, 501216.86866713257 4714750.4117744, 501504.05951988284 4714750.468011034, 501887.25417274993 4714750.561534169, 502338.54810640006 4714768.46521882, 502721.74178200145 4714768.604768177, 503063.08775557653 4714768.746876484, 503501.257829487 4714768.9538755, 503938.6073628008 4714769.188043684, 504225.7974894428 4714769.356787632, 504663.1470277986 4714769.636565308, 505101.31711286557 4714769.944476414, 505388.5072455785 4714770.16128275, 505784.8296315874 4714770.479970785, 506168.02332908614 4714770.809598883, 506550.37868923467 4714790.036428906, 506933.57135285606 4714790.408281876, 507370.9197296879 4714790.8585144365, 507754.1124020748 4714791.275624348, 508137.3050789012 4714791.713869262, 508478.6501653856 4714792.12205333, 508861.84285120363 4714792.600260159, 509245.03554209316 4714793.099602008, 509682.3839516648 4714793.6953412, 510065.5766541549 4714794.23994008, 510447.948821269 4714794.804440004, 510499.0236506821 4714794.882656317)",POINT (505441.17457822355 4714770.203633243),505441.17457822355,4714770.203633243,2019-02-02,s003,0.0,10116.670919784518,0.0,1.0,10116.670919784536
s19-r10000m,"LINESTRING (510499.0236506821 4714794.882656317, 510831.14153548836 4714795.391263726, 511214.30378600664 4714814.876066762, 511651.6510423549 4714815.595773885, 511938.8396769331 4714816.083352142, 512376.1869478501 4714816.84866909, 512759.3786543325 4714817.541847438, 513155.69899227633 4714818.2810086375, 513483.9145991447 4714818.91026483, 513881.05549103755 4714819.69239672, 514263.4266884011 4714820.466892243, 514646.61843296984 4714821.264162313, 515083.96576625545 4714822.199935396, 515467.1575290426 4714823.042462824, 515863.4779268505 4714823.936090078, 516246.66970787547 4714824.821612053, 516629.8614982 4714825.728269259, 516971.20579908835 4714826.553711592, 517409.3737351045 4714827.637875336, 517805.69418282603 4714828.642297285, 518133.9098827624 4714829.491231241, 518571.2573147843 4714830.646532219, 518968.3983344596 4714831.719474802, 519350.7696578061 4714832.773965928, 519747.86020027206 4714851.657919752, 520130.2305684993 4714852.755314187, 520527.3706197492 4714853.917377271, 520614.72649488325 4714854.177888207)",POINT (515556.8554799371 4714823.244714674),515556.8554799371,4714823.244714674,2019-02-02,s003,10116.670919784518,20233.341839569035,0.0,1.0,10116.67091978452
s20-r10000m,"LINESTRING (520614.72649488325 4714854.177888207, 520909.74101159064 4714855.057674576, 521347.90795596165 4714856.390242689, 521635.0960367607 4714857.278641048, 522072.4424703375 4714858.654350146, 522468.7620481755 4714859.924784623, 522851.9530402367 4714861.174631883, 523235.1440453763 4714862.445614669, 523576.4876500101 4714863.595595665, 523959.6786804751 4714864.9065413885, 524355.9983259806 4714866.284635921, 524739.1221656512 4714886.515440183, 525122.3121972035 4714887.890517541, 525518.6308102742 4714889.334941017, 525901.8208712998 4714890.753013839, 526284.190411636 4714892.189117958, 526667.3805024915 4714893.649416935, 527063.6991778247 4714895.1819819175, 527487.9160805484 4714896.847481456, 527871.1819491419 4714879.497305504, 528267.5017524088 4714881.098538855, 528650.6929658075 4714882.668227174, 529033.0636576175 4714884.2556222845, 529361.2788569059 4714885.634978693, 529799.4461671906 4714887.500587739, 530181.8169093534 4714889.151209601, 530523.8983632694 4714909.52298566, 530729.8038135864 4714910.433329644)",POINT (525672.5023972263 4714889.904374147),525672.5023972263,4714889.904374147,2019-02-02,s003,20233.341839569035,30350.01275935355,1.0,1.0,10116.670919784467
s21-r10000m,"LINESTRING (530729.8038135864 4714910.433329644, 530907.0886351557 4714911.217136826, 531289.4583887536 4714912.928728426, 531727.6246090134 4714914.9159564, 532110.0816481228 4714897.795831646, 532548.2491036941 4714899.834811135, 532835.437524095 4714901.1862136675, 533258.8353288731 4714903.200220678, 533697.0028489819 4714905.311653947, 533984.1913121474 4714906.710544973, 534421.5383356381 4714908.863662279, 534804.7298388338 4714910.772794494, 535201.0499797928 4714912.76957086, 535584.2415237293 4714914.721699804, 535966.6125493197 4714916.690717092, 536404.780230463 4714918.972935422, 536691.9688002731 4714920.483764367, 537088.2890459952 4714922.588204954, 537471.4806923219 4714924.644431753, 537908.8279294352 4714927.017088519, 538250.9926730889 4714928.8925665235, 538633.3638461197 4714931.008364057, 539016.5555802282 4714933.149815877, 539399.7473366597 4714935.312404305, 539796.0677422944 4714937.571320998, 540179.2595448109 4714939.776906912, 540616.6069620795 4714942.320031641, 540845.9606668258 4714943.667458638)",POINT (535787.7022530065 4714915.769419601),535787.7022530065,4714915.769419601,2019-02-02,s003,30350.01275935355,40466.68367913807,2.0,1.0,10116.67091978459
s22-r10000m,"LINESTRING (540845.9606668258 4714943.667458638, 541012.9274432625 4714944.648369508, 541396.1193195311 4714946.921077038, 541779.197698687 4714968.091826296, 542216.5440398694 4714970.735684338, 542517.6812198905 4714972.572133049, 542900.0516118199 4714974.922783437, 543297.1917014138 4714977.386513158, 543693.5112801532 4714979.867786106, 544130.8577614382 4714982.632161876, 544473.021916986 4714984.814107231, 544869.463493504 4714968.4855471905, 545361.7874270584 4714971.682692854, 545662.9255874984 4714973.655478205, 546059.2464063596 4714976.271709526, 546510.5434393949 4714979.27838757, 546907.684858981 4714981.948516483, 547317.9549508056 4714984.730756621, 547714.2758889691 4714987.441409088, 548110.5968563259 4714990.174672182, 548507.738393518 4714992.93627515, 548918.0086078676 4714995.813013464, 549314.3296653845 4714998.614951352, 549656.4950747069 4715001.052203127, 550052.8161886408 4715003.8962729955, 550504.1135606545 4715007.162395061, 550846.2790493944 4715009.658250885, 550961.5042618603 4715010.504862156)",POINT (545903.2918278151 4714975.242207078),545903.2918278151,4714975.242207078,2019-02-02,s003,40466.68367913807,50583.35459892259,0.0,1.0,10116.670919784483
s23-r10000m,"LINESTRING (550961.5042618603 4715010.504862156, 551242.600255994 4715012.570200389, 551638.9214939452 4715015.5047609275, 552090.2190083571 4715018.87392643, 552487.3608552121 4715021.863044989, 552883.6821932062 4715024.868622275, 553280.0035635545 4715027.896810794, 553690.4114730065 4715013.2888629865, 554032.5780588255 4715015.9416569425, 554428.900537958 4715019.035384057, 554839.1722905684 4715022.26181931, 555290.4712599769 4715025.838885097, 555687.614389328 4715029.010956325, 556083.9370091278 4715032.199108669, 556494.2089084215 4715035.523292828, 556836.3757007476 4715038.314194061, 557287.6748669755 4715042.021013853, 557684.1543657436 4715026.423493699, 558039.4509202499 4715029.382669135, 558436.5953706199 4715032.711894202, 558846.868600851 4715036.175020262, 559298.1691986773 4715040.012446577, 559694.4932170047 4715043.406584971, 560145.7939034732 4715047.299080532, 560446.9345698706 4715049.912746632, 560857.2079917111 4715053.494608749, 561077.3045668331 4715055.429795181)",POINT (556019.4419621046 4715031.680288835),556019.4419621046,4715031.680288835,2019-02-02,s003,50583.35459892259,60700.02551870711,0.0,1.0,10116.670919784547
s24-r10000m,"LINESTRING (561077.3045668331 4715055.429795181, 561308.508801826 4715057.462645072, 561704.8330078922 4715060.971483101, 562115.1065529045 4715064.627640817, 562525.3801386345 4715068.308030756, 562921.5334891952 4715090.763283097, 563331.80604081 4715094.491315673, 563728.9499103114 4715098.123132882, 564139.2225438785 4715101.898854933, 564549.4952194837 4715105.698809534, 564945.9951376604 4715090.515581712, 565356.269011666 4715094.3631757395, 565766.5429285115 4715098.235002504, 566176.8168884626 4715102.13106207, 566587.2718244517 4715087.174352395, 566997.5469863995 4715091.118875757, 567407.8221922608 4715095.087632111, 567804.1480830772 4715098.9444619315, 568214.4233760599 4715102.960860554, 568583.6711779656 4715106.596338697, 569008.0724002164 4715093.030728376, 569418.3488745469 4715097.118225436, 569896.7313010924 4715101.914848411, 570252.8513640183 4715105.50696856, 570663.1279772265 4715109.667989956, 571127.5611592822 4715114.407509169, 571192.1357417591 4715112.100541513)",POINT (566134.5348352238 4715101.729541589),566134.5348352238,4715101.729541589,2019-02-02,s003,60700.02551870711,70816.69643849162,0.0,1.0,10116.670919784483
s25-r10000m,"LINESTRING (571192.1357417591 4715112.100541513, 571538.0322564914 4715099.743170536, 571948.3101306633 4715103.980089678, 572358.5880519942 4715108.241242646, 572755.7371250141 4715112.3891218, 573166.2139485882 4715097.820932871, 573562.5436336446 4715102.006287459, 573972.8228581221 4715106.362774796, 574314.995768406 4715110.014618997, 574725.2750820104 4715114.4155518785, 575176.3781112912 4715138.161613933, 575572.7069499559 4715142.4616811415, 575969.0358348358 4715146.78436291, 576379.3142325175 4715151.283011338, 576776.4637691489 4715155.660786805, 577172.7927958863 4715160.052155465, 577569.1218698157 4715164.466138969, 577925.2436868453 4715168.451616936, 578321.7856712446 4715154.031473084, 578787.0429722134 4715159.29236254, 579128.3958137175 4715163.172024648, 579538.6757188065 4715167.8572794795, 579949.1601389613 4715154.800113634, 580400.4693068472 4715160.00854202, 580810.7504238737 4715164.768924086, 581208.1232578298 4715150.522979678, 581306.5141485946 4715151.676016874)",POINT (576249.1498142853 4715149.855775688),576249.1498142853,4715149.855775688,2019-02-02,s003,70816.69643849162,80933.36735827614,0.0,1.44,10116.670919784512
