segment_id,line,midpoint,midpoint_x,midpoint_y,date,section_id,dfbsec_beg,dfbsec_end,individuals,bss,se_length
s26-r10000m,"LINESTRING (581306.5141485946 4715151.676016874, 581618.4055944133 4715155.331054807, 582028.6879844853 4715160.163365574, 582425.020824337 4715164.854391482, 582835.5284042838 4715150.857261652, 583177.7049774479 4715154.945679835, 583587.9886883157 4715159.870084276, 584039.3008335494 4715165.3149217805, 584435.6350087633 4715170.12066377, 584831.9692356108 4715174.949021922, 585229.3420480951 4715162.04337863, 585639.6270850524 4715167.088961657, 585734.8132216377 4715168.263000595, 585980.9842785606 4715171.305357621, 586391.2694185373 4715176.395341893, 586856.5328357858 4715182.196709829, 587198.7107396022 4715186.483214337, 587609.2341040503 4715172.768016189, 588073.6784052142 4715178.640552197, 588470.835781464 4715183.686931215, 588881.1223842246 4715188.92398194, 589291.4090452292 4715194.1852698065, 589701.9395068296 4715180.593664873, 590112.2274002695 4715185.903424588, 590467.5367636911 4715190.5212597875, 590672.6807581859 4715193.195723487, 590877.8247675346 4715195.876246572, 591288.1128309274 4715201.255470932, 591421.6258858443 4715203.013827273)",POINT (586364.0919915709 4715176.058179607),586364.0919915709,4715176.058179607,2019-02-02,s003,80933.36735827614,91050.03827806066,0.0,2.0,10116.670919784596
s27-r10000m,"LINESTRING (591421.6258858443 4715203.013827273, 591698.400954138 4715206.658932963, 592108.6891374313 4715212.0866327565, 592518.9773810778 4715217.538570406, 592984.2443227366 4715223.750395094, 593353.5038559872 4715228.702599776, 593764.0320786914 4715216.461339768, 594228.4798419143 4715222.745424033, 594584.8682302518 4715208.707838972, 594995.1590085373 4715214.306024319, 595459.8676324617 4715201.795251421, 595816.2461478366 4715188.931192664, 596281.4674343644 4715139.831363744, 596667.5271619104 4714940.835238764, 596931.5355712764 4714666.85411832, 597102.1203550779 4714207.210590223, 597149.3642373678 4713763.615997784, 597182.6591275046 4713319.826837866, 597215.9570043414 4712876.038072333, 597235.8747807877 4712449.832693522, 597255.2658265197 4712061.381790718, 597288.570775294 4711617.594061849, 597322.3913905505 4711137.163014676, 597342.5644920189 4710693.192261973, 597361.8652276949 4710268.448391424)",POINT (596454.6176937754 4715050.580327691),596454.6176937754,4715050.580327691,2019-02-02,s003,91050.03827806066,101166.70919784518,0.0,2.0,10116.670919784508
s28-r10000m,"LINESTRING (597361.8652276949 4710268.448391424, 597362.7388995652 4710249.221830425, 597395.7900150443 4709824.312631028, 597428.8595509194 4709398.293388789, 597448.2622542372 4709009.8445408195, 597481.5854170368 4708566.059387849, 597515.4686056613 4708141.163112207, 597534.832674675 4707697.183125426, 597569.4987634176 4707216.767103901, 597575.4719990243 4706790.370182361, 597442.9276932182 4706455.327178065, 597117.1123126196 4706247.533382733, 596776.5381445212 4706095.08151025, 596422.5567087629 4705960.231116524, 596026.4520872474 4705899.229828479, 595848.406538333 4705877.897822756, 595657.197791011 4705857.500286459, 595300.5855281266 4705852.613581096, 594971.6685106548 4705865.892363651, 594601.6539948178 4705879.739121399, 594190.557519381 4705893.049990331, 593861.3917908594 4705925.257991985, 593491.3843823264 4705939.1636176, 593121.1415746545 4705970.85534817, 592751.1392174347 4705984.80021822, 592326.9237784729 4705996.935472854, 591956.9256249085 4706010.922467624, 591628.2607715528 4706006.592377991, 591301.9053893273 4706016.8067327645)",POINT (596349.2256680949 4705948.937918486),596349.2256680949,4705948.937918486,2019-02-02,s003,101166.70919784518,111283.3801176297,0.0,2.0,10116.670919784561
s29-r10000m,"LINESTRING (591301.9053893273 4706016.8067327645, 591203.2144047358 4706019.895588608, 590819.4993382593 4706014.883230283, 590449.521890846 4706027.839799649, 590066.6295655406 4706022.879567826, 589682.9156360374 4706017.929807406, 589313.1699296873 4706013.180228996, 588929.4561040098 4706008.2719754875, 588491.5129795789 4706002.695880456, 588203.9331037917 4705999.049256739, 587820.219429382 4705994.202108851, 587437.327463383 4705989.386410324, 587012.5310720188 4705984.068300448, 586669.900372876 4705979.797713106, 586287.0085607459 4705975.0452468125, 585889.3269898753 4705970.131491187, 585506.4352810023 4705965.421932113, 585108.523228358 4705979.429576855, 584670.5818735904 4705974.093696028, 584286.8697082628 4705969.44117435, 583903.9792460377 4705964.819684626, 583520.2671799852 4705960.209392068, 583136.5551632862 4705955.620236594, 582753.664848696 4705951.061977178, 582383.6978231991 4705965.557018713, 581999.9869911647 4705961.030456995, 581767.459893846 4705958.297665443, 581671.3267881266 4705957.17012198, 581287.6160458676 4705952.682801376, 581186.7201358548 4705951.508326671)",POINT (586244.2159108095 4705974.5165006),586244.2159108095,4705974.5165006,2019-02-02,s003,111283.3801176297,121400.05103741422,0.0,2.0,10116.670919784485
s30-r10000m,"LINESTRING (581186.7201358548 4705951.508326671, 580917.873406054 4705948.378827332, 580493.9019003657 4705943.467758301, 580109.9870268072 4705956.811701311, 579726.2774572195 4705952.410373228, 579343.389582492 4705948.039538422, 578918.5977245921 4705943.214977401, 578631.0210640855 4705939.963538148, 578206.2293018631 4705935.182418568, 577823.3416111501 4705930.895134878, 577439.6323189728 4705926.619764486, 577097.0054308091 4705922.82000528, 576714.1178721435 4705918.593690676, 576330.2019078216 4705933.256203889, 575933.3475177949 4705928.919779272, 575494.5893039376 4705924.151787145, 575111.7029702329 4705920.013535876, 574714.0270824458 4705915.737718298, 574372.2230515147 4705912.0807774905, 573988.3147436588 4705926.872262349, 573591.4617086496 4705922.669241012, 573207.7549881911 4705918.626947696, 572810.9020444457 4705914.468394353, 572372.1454272864 4705909.897054325, 571989.076915586 4705923.6967756655, 571591.4034852292 4705919.5991939735, 571249.6015648849 4705916.09544724, 571071.6079870237 4705914.280137412)",POINT (576129.1701424456 4705931.059531461),576129.1701424456,4705931.059531461,2019-02-02,s003,121400.05103741422,131516.72195719872,0.0,2.0,10116.670919784536
s31-r10000m,"LINESTRING (571071.6079870237 4705914.280137412, 570865.8960835298 4705912.18213565, 570469.0444198871 4705908.156982733, 570085.1491391081 4705923.16341607, 569647.2168083562 4705918.771939853, 569249.5447195743 4705914.808033564, 568866.6621301775 4705911.012996082, 568468.9901274384 4705907.09364848, 568072.1398043989 4705903.205029783, 567675.2895243942 4705899.339018697, 567428.798688805 4705896.949151413, 567332.6672673852 4705896.019467187, 566880.7674565178 4705891.666932006, 566483.9173042027 4705887.868790185, 566086.2455581247 4705884.0854623355, 565634.3458975864 4705879.813781601, 565333.6272442321 4705876.987416497, 564935.9556188225 4705873.26975256, 564484.0560945217 4705869.072689693, 564087.2061922472 4705865.4110804405, 563690.3563304944 4705861.772078187, 563292.6848738111 4705858.148218962, 562895.8350924299 4705854.554477334, 562498.9853508174 4705850.983342529, 562142.3957616348 4705847.793779704, 561731.5783018939 4705844.14179531, 561334.7286755078 4705840.636982881, 560955.6656698737 4705837.312345267)",POINT (566013.7910508558 4705883.400570202),566013.7910508558,4705883.400570202,2019-02-02,s003,131516.72195719872,141633.39287698324,0.0,2.0,10116.67091978457
s32-r10000m,"LINESTRING (560955.6656698737 4705837.312345267, 560882.8295622391 4705836.673523596, 560472.0122298701 4705833.095815976, 560129.2276981075 4705849.007237475, 559732.379302072 4705845.593691771, 559335.5309438059 4705842.202752451, 558924.7148774597 4705838.716277133, 558527.0449632725 4705835.36444421, 558116.2289752433 4705831.925644834, 557664.3314338848 4705828.17094596, 557253.5155282362 4705824.7830200475, 556801.6180768211 4705821.08428184, 556500.9008895316 4705818.63918305, 556103.2311979344 4705815.42570626, 555706.3831734466 4705812.241498183, 555309.5351841878 4705809.07989595, 554857.6379305064 4705805.507254748, 554515.0176790813 4705802.818080106, 554118.1697940722 4705799.724341899, 553720.5003121622 4705796.646874333, 553323.6524954233 4705793.598394162, 552926.8047124066 4705790.572519534, 552529.1353319451 4705787.5630559, 552091.2060734525 4705784.275177714, 551694.3583935688 4705781.319506321, 551310.6568376893 4705778.483239868, 550954.8907541018 4705775.872348813, 550839.6774383968 4705775.033052805)",POINT (555897.8643987633 4705813.777895058),555897.8643987633,4705813.777895058,2019-02-02,s003,141633.39287698324,151750.06379676776,0.0,2.0,10116.670919784405
s33-r10000m,"LINESTRING (550839.6774383968 4705775.033052805, 550557.2215365812 4705772.975442452, 550119.2924560785 4705769.811516525, 549763.399567168 4705785.02773069, 549324.6500448541 4705781.90787704, 548913.8359199577 4705779.011713713, 548516.9895067905 4705776.237022778, 548120.1431243083 4705773.48493683, 547709.3290958246 4705770.65979894, 547366.7102208108 4705768.322160025, 546955.8962514189 4705765.541449156, 546504.0009218366 4705762.510645968, 546148.2360801251 4705760.14519863, 545750.4442980052 4705776.399290203, 545298.5502937069 4705773.4466658225, 544901.705226038 4705770.877897237, 544435.8436610783 4705767.891229593, 544135.1288090538 4705765.979871499, 543737.4621987306 4705763.472214486, 543326.6496139279 4705760.9054958355, 542929.8046848972 4705758.449047861, 542477.910906421 4705755.679375654, 542067.098410775 4705753.186926566, 541670.2535670606 4705750.802222863, 541327.6359902801 4705748.761561433, 540875.7423336493 4705746.095808026, 540723.8650634488 4705745.209276101)",POINT (545782.0772514094 4705775.106742332),545782.0772514094,4705775.106742332,2019-02-02,s003,151750.06379676776,161866.73471655228,0.0,2.0,10116.67091978454
s34-r10000m,"LINESTRING (540723.8650634488 4705745.209276101, 540464.9299476326 4705743.697830401, 540054.1175890443 4705741.324076125, 539657.272876432 4705739.054031415, 539300.6877937495 4705737.033561752, 538889.8755113817 4705734.728456222, 538437.9820312145 4705732.220817928, 538027.1698038835 4705729.966581061, 537671.4064358535 4705728.033983676, 537274.5618700838 4705725.899656553, 536863.8495873153 4705704.837401614, 536453.03634422 4705702.675988639, 536042.2231258382 4705700.538798615, 535644.555953721 4705698.493071291, 535233.7427831617 4705696.403551928, 534836.897283085 4705694.408077704, 534371.0352024012 4705692.094406579, 534371.0352024012 4705692.094406579, 534015.271058695 4705690.348505902, 533604.4579812319 4705688.355054127, 533207.612570037 4705686.452381056, 532741.6618881926 4705703.124257195, 532330.8499934642 4705701.205894673, 531975.0869103478 4705699.5641640695, 531509.2262694817 4705697.441837434, 531098.4144396731 4705695.59614265, 530687.6026309462 4705693.774670379, 530608.1544108547 4705693.427094432)",POINT (535666.1396141475 4705698.604104554),535666.1396141475,4705698.604104554,2019-02-02,s003,161866.73471655228,171983.4056363368,0.0,2.0,10116.670919784618
s35-r10000m,"LINESTRING (530608.1544108547 4705693.427094432, 530276.7908430229 4705691.977420592, 529865.9790756276 4705690.204393255, 529455.1673284792 4705688.455588338, 529044.355601299 4705686.731005811, 528688.5926614818 4705685.257088479, 528277.780970822 4705683.577704852, 527811.9205367932 4705681.702592276, 527456.157646735 4705680.291604489, 527058.5652916062 4705659.85933342, 526647.7525623823 4705658.276064572, 526236.9398512241 4705656.717017905, 525840.0947891416 4705655.233979648, 525388.2008460028 4705653.572743332, 524977.3881885061 4705652.0879617045, 524566.5755479452 4705650.627402152, 524155.76292404154 4705649.1910646465, 523799.99920498487 4705647.96676723, 523402.3326141656 4705646.619769306, 522991.5200359556 4705645.252076953, 522526.48021621903 4705643.73307813, 522128.8136721257 4705642.458765446, 521773.0500196022 4705641.33796466, 521362.23750158236 4705640.066336444, 520951.42499804654 4705638.818930093, 520540.6125087193 4705637.595745586, 520492.0740155093 4705637.454085228)",POINT (525550.3817467907 4705654.168946946),525550.3817467907,4705654.168946946,2019-02-02,s003,171983.4056363368,182100.07655612132,0.0,2.0,10116.670919784443
s36-r10000m,"LINESTRING (520492.0740155093 4705637.454085228, 520129.8000333191 4705636.396782901, 519732.95519504667 4705635.261585439, 519322.142746217 4705634.110242795, 518856.281445082 4705632.833928036, 518500.5178875851 4705631.880222776, 518102.85147416557 4705630.835687892, 517692.0841868843 4705612.0142663885, 517227.0433804947 4705610.848974294, 516884.42498680076 4705610.0103038205, 516473.611575592 4705609.026914974, 516062.79817555257 4705608.06774775, 515610.90344808047 4705607.04063976, 515200.0900705964 4705606.13233789, 514789.31676971575 4705586.371684097, 514392.46999142796 4705585.540663227, 513940.5740852022 4705584.621889095, 513625.0685865676 4705583.997792084, 513228.2218342915 4705583.233081103, 512817.4073997563 4705582.465264553, 512406.5929739129 4705581.721669481, 512009.74624654197 4705581.026356809, 511543.8827067003 4705580.238960677, 511091.98686638917 4705579.50493342, 510790.4491016667 4705579.031439962, 510379.63471463515 4705578.407353473, 510376.3324996148 4705578.402541362)",POINT (515434.1850904986 4705606.64991827),515434.1850904986,4705606.64991827,2019-02-02,s003,182100.07655612132,192216.74747590584,1.0,1.28,10116.670919784607
s37-r10000m,"LINESTRING (510376.3324996148 4705578.402541362, 509927.7388970222 4705577.748834059, 509516.92452445306 4705577.17561251, 509161.15928303363 4705576.698772997, 508764.3126104498 4705576.188303612, 508298.4491323017 4705575.617897325, 507901.60247145564 4705575.156563397, 507503.93418692925 4705574.716946866, 507148.16896949045 4705574.342888265, 506682.32361788454 4705555.003970851, 506285.4759007257 4705554.634684114, 505874.6604627212 4705554.276209253, 505518.89429663814 4705553.985340302, 505121.2249595727 4705553.68171214, 504710.40953213436 4705553.391880434, 504258.51256563334 4705553.101041145, 503847.69714458357 4705552.862074134, 503450.8494503305 4705552.654231996, 503040.034034148 4705552.4628840145, 502629.22532386106 4705534.529579089, 502232.3766236555 4705534.391134739, 501875.78793772706 4705534.286014519, 501478.9392399899 4705534.190481605, 501068.12278368935 4705534.115395737, 500671.27408759284 4705534.065862753, 500260.45763245 4705534.038395859)",POINT (505318.40136761323 4705553.832260108),505318.40136761323,4705553.832260108,2019-02-02,s003,192216.74747590584,202333.41839569036,3.0,1.0,10116.670919784605
s38-r10000m,"LINESTRING (656499.2989985842 4751214.730384919, 656509.4180202181 4750770.526667734, 656519.536275188 4750326.323227326, 656529.6537634451 4749882.120063693, 656539.7704849413 4749437.917176832, 656551.1508800457 4748938.189259941, 656560.83609621 4748512.865553274, 656570.9504538622 4748068.663519542, 656579.7998876642 4747679.986967055, 656591.1768682442 4747180.260282352, 656601.2889248775 4746736.059078887, 656611.4002144081 4746291.85815217, 656620.2469634453 4745903.182568313, 656630.3568145281 4745458.982160492, 656640.4658983694 4745014.782029411, 656650.574214921 4744570.582175068, 656660.6817641346 4744126.382597456, 656670.384289423 4743699.951263297, 656680.4903345141 4743255.752228075, 656690.5956121244 4742811.553469575, 656700.7001222057 4742367.354987796, 656712.06677855 4741867.632026558, 656722.1696574719 4741423.4341327995, 656729.7740844131 4741089.061619443)",POINT (656614.5859048066 4746151.897125762),656614.5859048066,4746151.897125762,2019-02-05,s004,0.0,10128.291402124234,0.0,0.0,10128.291402124301
s39-r10000m,"LINESTRING (656729.7740844131 4741089.061619443, 656732.2717687142 4740979.236515749, 656741.110486276 4740590.563827817, 656752.4736879668 4740090.842111768, 656763.4066957462 4739609.999102262, 656770.9810002546 4739276.85171076, 656781.0794010053 4738832.6554308655, 656791.1770337952 4738388.45942766, 656801.2738985759 4737944.263701144, 656812.6319533836 4737444.543839536, 656821.4653239176 4737055.87307816, 656831.5598843822 4736611.678181685, 656842.9153466611 4736111.9592538625, 656851.7467006578 4735723.2892187545, 656820.4919500975 4735297.0438733455, 656528.9517009549 4734938.22362671, 656176.2761647928 4734819.132692981, 656081.7665455197 4734798.107950984, 656000.3260597764 4734778.490814992, 655863.6497744841 4734775.4044835875, 655454.8643905987 4734747.301944137, 655141.4084521949 4734740.2525290325, 654773.1182559186 4734731.988120796, 654404.8281359407 4734723.743370228, 654036.1169847017 4734734.396475931, 653667.4326351525 4734743.958749704, 653243.8917790602 4734753.434063979, 652876.0228744311 4734726.39267082, 652684.7595599684 4734714.363178284)",POINT (656844.8634247165 4736026.223865326),656844.8634247165,4736026.223865326,2019-02-05,s004,10128.291402124234,20256.582804248468,0.0,0.0,10128.29140212416
s40-r10000m,"LINESTRING (652684.7595599684 4734714.363178284, 652440.1987028738 4734698.981540602, 652166.8466878571 4734692.952623836, 651785.4634066067 4734684.559115421, 651403.2617868123 4734676.168742508, 650966.6561839336 4734684.386133901, 650598.3687977664 4734676.344498521, 650256.6784474909 4734687.788290365, 649888.3922117983 4734679.784522431, 649465.2723388979 4734670.613346327, 649137.9069333966 4734663.535460918, 648769.6209216558 4734655.591403806, 648400.9292857532 4734666.545144286, 647991.7238928644 4734657.763302883, 647623.4391163017 4734649.880393246, 647255.1544125341 4734642.017139138, 646873.7752180559 4734633.895018795, 646505.4906619154 4734626.071774273, 646123.2932100478 4734617.973767976, 645795.9292872953 4734611.054404729, 645427.644942104 4734603.288684119, 645045.447708599 4734595.250374523, 644582.2280384896 4734585.536386731, 644308.8793815179 4734579.818692305, 643940.5953248381 4734572.132333083, 643571.9419375609 4734582.233246041, 643203.6589709125 4734574.586192201, 642849.2889830233 4734567.2465815935, 642559.4249759947 4734561.258176396)",POINT (647622.3947095351 4734649.858094096),647622.3947095351,4734649.858094096,2019-02-05,s004,20256.582804248468,30384.874206372704,0.0,0.0,10128.291402124234
s41-r10000m,"LINESTRING (642559.4249759947 4734561.258176396, 642481.0061548082 4734559.638093649, 642126.636299791 4734552.335591809, 641771.4481037805 4734545.034485176, 641417.0783785788 4734537.7684193095, 641021.7884379885 4734529.684785839, 640653.5059567725 4734522.173824566, 640298.3180295121 4734514.948537448, 639930.0356844403 4734507.476184319, 639561.7534084093 4734500.023484502, 639193.4712012354 4734492.590437897, 638825.1890627416 4734485.177044395, 638470.8198697031 4734478.062265785, 638143.4580847773 4734471.505890797, 637775.1761411075 4734464.148529921, 637365.9740612046 4734455.996733974, 637011.6051276354 4734448.95688223, 636697.3380426252 4734442.728911629, 636288.1361826229 4734434.641022719, 635933.7674389632 4734427.6565141715, 635620.3189253293 4734421.4936959585, 635252.0374438387 4734414.270975954, 634896.8504782611 4734407.323680106, 634542.4819775464 4734400.410608018, 634133.2805520461 4734392.450481777, 633778.9121836148 4734385.576615116, 633464.6455985656 4734379.495845386, 633110.2773453584 4734372.656309398, 632755.9091529886 4734365.83496812, 632433.141442189 4734359.639461101)",POINT (637496.3201515827 4734458.593384341),637496.3201515827,4734458.593384341,2019-02-05,s004,30384.874206372704,40513.165608496936,0.0,0.0,10128.29140212416
s42-r10000m,"LINESTRING (632433.141442189 4734359.639461101, 632359.8025155434 4734358.231724764, 632046.3545481744 4734352.231220766, 631650.7065655174 4734363.562282623, 631295.8801025602 4734337.922321034, 630941.5122191637 4734331.194136981, 630600.238817601 4734324.731767575, 630286.4349631186 4734337.689142034, 629891.1482754437 4734330.242991269, 629535.9631988166 4734323.571556996, 629208.6037338708 4734317.438955842, 628813.317247116 4734310.054532998, 628445.0379775681 4734303.195006771, 628076.7587714394 4734296.355130764, 627749.7487419522 4734271.413790493, 627381.1204433743 4734283.488978203, 627012.8414194488 4734276.705868969, 626644.5624582419 4734269.942409587, 626276.2835595753 4734263.198599964, 625867.0848564067 4734255.728524063, 625498.8060891762 4734249.026196957, 625130.5273839218 4734242.343519321, 624748.3359929228 4734235.429161834, 624380.0574134083 4734228.78652516, 624052.698727639 4734222.898454845, 623684.4202640093 4734216.292933226, 623262.1277008881 4734208.742784895, 622893.8493681754 4734202.1794430455, 622525.5710961639 4734195.6357500125, 622308.7637223273 4734191.794585753)",POINT (627372.0821174553 4734283.3225067295),627372.0821174553,4734283.3225067295,2019-02-05,s004,40513.165608496936,50641.45701062117,0.0,0.0,10128.291402124294
s43-r10000m,"LINESTRING (622308.7637223273 4734191.794585753, 622184.2999514653 4734189.589468004, 621816.0217958995 4734183.083631437, 621448.0756776651 4734157.719550507, 621038.8767451707 4734150.535722834, 620670.267918145 4734162.968904304, 620315.9027287452 4734156.78621191, 619947.6248765988 4734150.380058069, 619579.34708371 4734143.993552325, 619183.2439235181 4734137.146441454, 618911.0434806565 4734113.570842652, 618542.7648465009 4734107.23965975, 618188.3990160477 4734101.166203269, 617779.2006647672 4734094.175605271, 617410.9222100541 4734087.904806177, 617055.7381553617 4734081.875580868, 616687.459814454 4734075.64337808, 616374.0140719572 4734070.354558227, 616005.7358376499 4734064.158724729, 615651.3703907616 4734058.215503887, 615283.0922687775 4734052.058222387, 614886.9887522772 4734045.457653781, 614518.7107483468 4734039.341150594, 614164.3455224432 4734033.474262814, 613755.1478669856 4734026.722195722, 613482.6222669756 4734022.238775242, 613127.4387983397 4734016.411666444, 612759.1610632008 4734010.389030575, 612404.7960951201 4734004.612463634, 612183.8800984337 4734001.023488978)",POINT (617247.3272429269 4734085.127792673),617247.3272429269,4734085.127792673,2019-02-05,s004,50641.45701062117,60769.7484127454,0.0,0.0,10128.291402124209
s44-r10000m,"LINESTRING (612183.8800984337 4734001.023488978, 611995.5987363827 4733997.9646926625, 611627.3211719645 4733992.00243648, 611259.3298864492 4733968.292475052, 610904.9642230363 4733962.59291298, 610536.6858737426 4733956.68885546, 610181.5019175288 4733951.01333052, 609854.1434774146 4733945.798614293, 609499.7780143566 4733940.171180284, 609131.4998726088 4733934.3420823375, 608777.134511602 4733928.751741114, 608421.9508048126 4733923.166741451, 608053.6728204731 4733917.395139361, 607658.3878433956 4733911.222145613, 607290.1099696325 4733905.491274795, 606976.664621095 4733900.629142476, 606621.481165407 4733895.136771495, 606267.1161536516 4733889.675265537, 605912.751190551 4733884.231948293, 605503.8422071175 4733859.091223154, 605148.6579825949 4733853.674640493, 604780.3794598602 4733848.077663626, 604426.0137302432 4733842.710673572, 604016.8154876288 4733836.535853097, 603744.289493301 4733832.43687739, 603389.1055068221 4733827.110814973, 603034.7399640317 4733821.8152337335, 602666.461736304 4733816.331016056, 602341.2917208518 4733663.782074414, 602255.4711089598 4733429.925439972)",POINT (607121.0877153737 4733902.869418804),607121.0877153737,4733902.869418804,2019-02-05,s004,60769.7484127454,70898.03981486964,0.0,0.0,10128.291402124105
s45-r10000m,"LINESTRING (602255.4711089598 4733429.925439972, 602183.9169155762 4733234.944042427, 602244.2266680984 4732865.974161295, 602304.2824069283 4732459.237373773, 602322.3086865227 4732181.830157628, 602339.2341091685 4731978.823395063, 602357.8084897182 4731609.236793797, 602378.5841483588 4731146.384645195, 602384.8829543075 4730721.082006104, 602391.1977444789 4730294.6691892315, 602397.4956293133 4729869.367094661, 602389.8715263731 4729443.859158041, 602395.6251684006 4729055.202379758, 602401.9372937301 4728628.790632804, 602408.232520617 4728203.489605359, 602414.5272874606 4727778.188849805, 602421.9226397804 4727278.488570569, 602428.2328381729 4726852.077962415, 602434.5261430258 4726426.778070791, 602441.0982939209 4725982.600928532, 602461.3200091221 4725557.507686, 602481.0007241324 4725169.059295364, 602677.6871963512 4724783.232852275, 603076.5296745866 4724584.790564213, 603555.9419132953 4724536.406802117, 603978.802243275 4724542.741415681, 604037.1060128504 4724543.618392817)",POINT (602405.4666992434 4728390.346519821),602405.4666992434,4728390.346519821,2019-02-05,s004,70898.03981486964,81026.33121699387,0.0,0.0,10128.291402124321
s46-r10000m,"LINESTRING (604037.1060128504 4724543.618392817, 604402.4821403113 4724549.114204014, 604770.9702730847 4724573.559718418, 605194.6491474261 4724579.980997625, 605617.2207594949 4724605.293210115, 606108.91654384 4724612.80790365, 606477.6884455208 4724618.466837429, 606915.2978396668 4724625.207587334, 607338.1564286562 4724631.747395485, 607775.4895285591 4724656.309607047, 608212.2785379427 4724663.11959729, 608635.955756452 4724669.751485902, 609072.7449193835 4724676.615757415, 609509.5341607233 4724683.507583333, 610001.2294609332 4724691.298704139, 610438.8383623785 4724698.262169049, 610875.6278509562 4724705.240174442, 611312.4174192299 4724712.245734797, 611695.1205401083 4724718.406463121, 612131.604656111 4724744.341278115, 612569.2127553225 4724751.439413804, 613006.0014446847 4724758.551838465, 613483.7647757743 4724766.363024283, 613921.3731269039 4724773.546623653, 614161.3149357131 4724777.500560867)",POINT (609098.5396734371 4724677.022756805),609098.5396734371,4724677.022756805,2019-02-05,s004,81026.33121699387,91154.6226191181,0.0,0.0,10128.291402124232
s47-r10000m,"LINESTRING (614161.3149357131 4724777.500560867, 614358.1620686806 4724780.744352385, 614794.951092632 4724787.969637205, 615232.5596909065 4724795.236111732, 615669.3488803012 4724802.516560852, 616161.0441272912 4724810.745158542, 616488.8410173475 4724816.250290352, 616980.5364408578 4724824.537088244, 617417.0059489936 4724850.805416038, 617854.6138567681 4724858.237648403, 618236.4964824192 4724864.746055675, 618715.079092095 4724872.932255587, 619151.8677618462 4724880.432440701, 619588.6565171876 4724887.960183498, 620080.3512789023 4724896.467162139, 620408.1478474056 4724902.157882178, 620899.8427915301 4724910.723063815, 621337.4513843362 4724918.375446684, 621774.2405726233 4724926.041083521, 622211.0298483702 4724933.734278937, 622648.6387042073 4724941.469544443, 623140.3341533412 4724950.193856098, 623468.1311816595 4724956.029465553, 623959.8268178094 4724964.811982428, 624287.3781200185 4724970.685866955)",POINT (619224.0148362666 4724881.675844093),619224.0148362666,4724881.675844093,2019-02-05,s004,91154.6226191181,101282.91402124234,0.0,0.0,10128.291402124212
s48-r10000m,"LINESTRING (624287.3781200185 4724970.685866955, 624451.5225667611 4724973.629422726, 624779.3197956173 4724979.527118267, 625271.0157335586 4724988.402764755, 625748.7803957735 4724997.060388347, 626076.5778251053 4725003.019511331, 626568.2740647371 4725011.98729947, 626950.9777175912 4725018.991398088, 627387.7680535801 4725027.0112233525, 627879.4646012807 4725036.072144235, 628248.2370883793 4725042.8907545395, 628685.0276969041 4725050.992434585, 629122.6378926443 4725059.136953412, 629614.334852806 4725068.321103013, 630037.1943328287 4725076.24740547, 630419.8986275593 4725083.443284813, 630856.6896984559 4725091.681995897, 631294.3003589868 4725099.963803656, 631785.9978432346 4725109.302211444, 632167.8829720084 4725116.57913898, 632605.4939168931 4725124.943840106, 633042.2854608841 4725133.3204653235, 633479.0771003555 4725141.72465317, 633916.6883323974 4725150.17224914, 634408.3864610277 4725159.69693699, 634413.9028294486 4725159.804164558)",POINT (629350.6749990685 4725063.396338907),629350.6749990685,4725063.396338907,2019-02-05,s004,101282.91402124234,111411.20542336657,0.0,0.0,10128.291402124189
s49-r10000m,"LINESTRING (634413.9028294486 4725159.804164558, 634845.1784011264 4725168.187330231, 635281.9704379884 4725176.705286786, 635719.5820694505 4725185.266865598, 636156.3743009514 4725193.840000996, 636607.0980944134 4725202.715472543, 637043.8905247437 4725211.344614896, 637426.5961683334 4725218.927888736, 637863.3887833909 4725227.608746348, 638314.1129739187 4725236.595376595, 638751.7252890806 4725245.348660282, 639243.4246388143 4725255.21681971, 639694.1491539215 4725264.2933180975, 640130.9422858173 4725273.11727496, 640513.6485459027 4725280.871240929, 640950.4418666421 4725289.74691532, 641387.2352884797 4725298.6501554055, 641825.2348905556 4725288.719918227, 642262.029707095 4725297.678337537, 642698.8246256706 4725306.664323052, 643190.526345036 4725316.812860952, 643641.2530354329 4725326.146374674, 644078.8677816028 4725335.236452831, 644460.7563901476 4725343.191602392, 644540.11905186 4725344.849510079)",POINT (639477.0586659118 4725259.921642277),639477.0586659118,4725259.921642277,2019-02-05,s004,111411.20542336657,121539.4968254908,0.0,0.0,10128.29140212434
