segment_id,line,midpoint,date,section_id,dfbsec_beg,dfbsec_end,individuals,se_length
s21-r10000m,"LINESTRING (530729.8038135854 4714910.433329644, 530907.0886351557 4714911.217136826, 531289.4583887525 4714912.928728426, 531727.6246090134 4714914.9159564, 532110.0816481228 4714897.795831646, 532548.2491036931 4714899.834811135, 532835.437524095 4714901.1862136675, 533258.8353288721 4714903.200220677, 533697.0028489819 4714905.311653947, 533984.1913121474 4714906.710544973, 534421.5383356381 4714908.863662279, 534804.7298388338 4714910.772794494, 535201.0499797928 4714912.76957086, 535584.2415237293 4714914.721699804, 535966.6125493197 4714916.690717092, 536404.780230463 4714918.972935422, 536691.9688002731 4714920.483764367, 537088.2890459952 4714922.588204953, 537471.4806923219 4714924.644431753, 537908.8279294341 4714927.017088519, 538250.9926730889 4714928.8925665235, 538633.3638461197 4714931.008364056, 539016.5555802282 4714933.149815876, 539399.7473366597 4714935.312404305, 539796.0677422944 4714937.571320997, 540179.259544811 4714939.776906912, 540616.6069620795 4714942.32003164, 540845.9606668248 4714943.667458637)",POINT (535787.7022530056 4714915.769419601),2019-02-02,s3,30350.012759353744,40466.683679138325,2.0,10116.670919784585
s22-r10000m,"LINESTRING (540845.9606668248 4714943.667458637, 541012.9274432625 4714944.648369507, 541396.1193195311 4714946.921077037, 541779.197698687 4714968.091826296, 542216.5440398694 4714970.735684338, 542517.6812198905 4714972.572133049, 542900.0516118199 4714974.922783437, 543297.1917014138 4714977.386513158, 543693.5112801532 4714979.867786106, 544130.8577614382 4714982.632161876, 544473.021916986 4714984.814107231, 544869.463493504 4714968.4855471905, 545361.7874270584 4714971.682692854, 545662.9255874984 4714973.655478204, 546059.2464063596 4714976.271709525, 546510.5434393949 4714979.278387569, 546907.684858981 4714981.948516483, 547317.9549508056 4714984.730756621, 547714.2758889691 4714987.441409087, 548110.5968563259 4714990.174672182, 548507.738393518 4714992.93627515, 548918.0086078676 4714995.813013463, 549314.3296653845 4714998.614951351, 549656.495074707 4715001.052203127, 550052.8161886398 4715003.8962729955, 550504.1135606545 4715007.162395061, 550846.2790493945 4715009.658250884, 550961.5042618593 4715010.504862156)",POINT (545903.2918278142 4714975.242207077),2019-02-02,s3,40466.683679138325,50583.3545989229,,10116.670919784536
s23-r10000m,"LINESTRING (550961.5042618593 4715010.504862156, 551242.600255994 4715012.57020039, 551638.9214939452 4715015.504760927, 552090.2190083571 4715018.87392643, 552487.3608552121 4715021.863044989, 552883.6821932062 4715024.868622275, 553280.0035635545 4715027.896810794, 553690.4114730065 4715013.2888629865, 554032.5780588255 4715015.941656942, 554428.900537958 4715019.035384056, 554839.1722905685 4715022.26181931, 555290.4712599769 4715025.838885097, 555687.614389328 4715029.010956325, 556083.9370091278 4715032.199108668, 556494.2089084204 4715035.523292827, 556836.3757007476 4715038.31419406, 557287.6748669755 4715042.021013853, 557684.1543657436 4715026.423493698, 558039.4509202499 4715029.382669135, 558436.5953706199 4715032.711894201, 558846.868600851 4715036.175020261, 559298.1691986773 4715040.012446576, 559694.4932170047 4715043.406584971, 560145.7939034732 4715047.299080531, 560446.9345698706 4715049.912746631, 560857.2079917111 4715053.494608749, 561077.3045668321 4715055.42979518)",POINT (556019.4419621037 4715031.680288835),2019-02-02,s3,50583.3545989229,60700.02551870748,,10116.670919784583
s24-r10000m,"LINESTRING (561077.3045668321 4715055.42979518, 561308.508801826 4715057.462645071, 561704.8330078922 4715060.971483101, 562115.1065529045 4715064.627640816, 562525.3801386345 4715068.308030756, 562921.5334891952 4715090.763283097, 563331.80604081 4715094.491315672, 563728.9499103114 4715098.123132882, 564139.2225438785 4715101.898854932, 564549.4952194837 4715105.698809534, 564945.9951376604 4715090.515581711, 565356.269011666 4715094.3631757395, 565766.5429285115 4715098.235002504, 566176.8168884626 4715102.131062069, 566587.2718244517 4715087.174352395, 566997.5469863995 4715091.118875756, 567407.8221922608 4715095.087632111, 567804.1480830772 4715098.9444619315, 568214.4233760599 4715102.960860554, 568583.6711779656 4715106.596338697, 569008.0724002164 4715093.030728376, 569418.348874547 4715097.118225435, 569896.7313010914 4715101.914848411, 570252.8513640183 4715105.50696856, 570663.1279772265 4715109.667989956, 571127.5611592812 4715114.407509169, 571192.1357417583 4715112.100541513)",POINT (566134.5348352229 4715101.729541588),2019-02-02,s3,60700.02551870748,70816.69643849206,,10116.67091978461
s25-r10000m,"LINESTRING (571192.1357417583 4715112.100541513, 571538.0322564914 4715099.743170536, 571948.3101306633 4715103.980089678, 572358.5880519942 4715108.241242646, 572755.737125013 4715112.3891218, 573166.2139485882 4715097.820932871, 573562.5436336446 4715102.006287459, 573972.8228581221 4715106.362774796, 574314.995768406 4715110.014618997, 574725.2750820104 4715114.4155518785, 575176.3781112912 4715138.161613933, 575572.7069499559 4715142.4616811415, 575969.0358348348 4715146.78436291, 576379.3142325175 4715151.283011338, 576776.4637691489 4715155.660786805, 577172.7927958863 4715160.052155465, 577569.1218698147 4715164.466138969, 577925.2436868453 4715168.451616936, 578321.7856712446 4715154.031473084, 578787.0429722134 4715159.29236254, 579128.3958137175 4715163.172024648, 579538.6757188054 4715167.8572794795, 579949.1601389613 4715154.800113634, 580400.4693068472 4715160.008542019, 580810.7504238737 4715164.768924085, 581208.1232578298 4715150.522979678, 581306.5141485939 4715151.676016874)",POINT (576249.1498142845 4715149.855775688),2019-02-02,s3,70816.69643849206,80933.36735827664,,10116.670919784583
s26-r10000m,"LINESTRING (581306.5141485939 4715151.676016874, 581618.4055944133 4715155.331054807, 582028.6879844853 4715160.163365574, 582425.020824337 4715164.854391482, 582835.5284042838 4715150.857261652, 583177.7049774479 4715154.945679835, 583587.9886883157 4715159.8700842755, 584039.3008335494 4715165.3149217805, 584435.6350087633 4715170.120663769, 584831.9692356108 4715174.9490219215, 585229.3420480951 4715162.04337863, 585639.6270850514 4715167.088961657, 585734.8132216377 4715168.263000596, 585980.9842785596 4715171.30535762, 586391.2694185374 4715176.395341892, 586856.5328357858 4715182.196709829, 587198.7107396022 4715186.483214337, 587609.2341040493 4715172.768016189, 588073.6784052142 4715178.640552197, 588470.835781464 4715183.686931216, 588881.1223842246 4715188.92398194, 589291.4090452292 4715194.1852698065, 589701.9395068296 4715180.593664873, 590112.2274002695 4715185.903424588, 590467.5367636911 4715190.5212597875, 590672.6807581859 4715193.195723487, 590877.8247675346 4715195.876246572, 591288.1128309274 4715201.255470932, 591421.6258858436 4715203.013827273)",POINT (586364.0919915702 4715176.058179606),2019-02-02,s3,80933.36735827664,91050.03827806121,,10116.670919784556
s27-r10000m,"LINESTRING (591421.6258858436 4715203.013827273, 591698.400954138 4715206.658932963, 592108.6891374313 4715212.0866327565, 592518.9773810778 4715217.538570405, 592984.2443227366 4715223.750395093, 593353.5038559872 4715228.702599776, 593764.0320786914 4715216.461339768, 594228.4798419143 4715222.745424032, 594584.8682302518 4715208.707838972, 594995.1590085373 4715214.306024319, 595459.8676324617 4715201.795251421, 595816.2461478364 4715188.931192665, 596281.4674343644 4715139.831363744, 596667.5271619104 4714940.835238764, 596931.5355712764 4714666.85411832, 597102.1203550779 4714207.210590223, 597149.3642373678 4713763.615997784, 597182.6591275046 4713319.826837866, 597215.9570043414 4712876.038072333, 597235.8747807877 4712449.832693521, 597255.2658265197 4712061.381790717, 597288.570775294 4711617.594061848, 597322.3913905505 4711137.163014676, 597342.5644920189 4710693.192261973, 597361.8652276949 4710268.4483914245)",POINT (596454.6176937746 4715050.580327691),2019-02-02,s3,91050.03827806121,101166.70919784579,,10116.670919784292
s28-r10000m,"LINESTRING (597361.8652276949 4710268.4483914245, 597362.7388995652 4710249.221830425, 597395.7900150443 4709824.312631028, 597428.8595509194 4709398.293388788, 597448.2622542372 4709009.8445408195, 597481.5854170368 4708566.059387849, 597515.4686056614 4708141.163112206, 597534.832674675 4707697.183125426, 597569.4987634176 4707216.767103901, 597575.4719990243 4706790.370182361, 597442.9276932182 4706455.327178065, 597117.1123126196 4706247.533382733, 596776.5381445212 4706095.08151025, 596422.5567087629 4705960.231116524, 596026.4520872474 4705899.229828479, 595848.406538333 4705877.897822756, 595657.197791011 4705857.500286459, 595300.5855281266 4705852.613581097, 594971.6685106548 4705865.892363651, 594601.6539948179 4705879.739121398, 594190.557519381 4705893.049990331, 593861.3917908594 4705925.257991985, 593491.3843823264 4705939.1636176, 593121.1415746545 4705970.85534817, 592751.1392174347 4705984.800218219, 592326.9237784728 4705996.9354728535, 591956.9256249085 4706010.922467624, 591628.2607715528 4706006.592377991, 591301.9053893278 4706016.806732764)",POINT (596349.2256680956 4705948.937918486),2019-02-02,s3,101166.70919784579,111283.38011763037,,10116.670919784943
s29-r10000m,"LINESTRING (591301.9053893278 4706016.806732764, 591203.2144047358 4706019.8955886075, 590819.4993382593 4706014.883230283, 590449.521890846 4706027.839799649, 590066.6295655406 4706022.879567824, 589682.9156360374 4706017.929807406, 589313.1699296873 4706013.180228996, 588929.4561040098 4706008.271975487, 588491.5129795789 4706002.695880456, 588203.9331037917 4705999.049256739, 587820.219429382 4705994.202108851, 587437.327463383 4705989.386410324, 587012.5310720188 4705984.068300448, 586669.900372876 4705979.797713106, 586287.0085607459 4705975.0452468125, 585889.3269898753 4705970.131491187, 585506.4352810023 4705965.421932113, 585108.523228358 4705979.429576855, 584670.5818735893 4705974.093696028, 584286.8697082628 4705969.44117435, 583903.9792460377 4705964.819684626, 583520.2671799852 4705960.209392068, 583136.5551632862 4705955.620236593, 582753.664848696 4705951.061977177, 582383.6978231991 4705965.557018713, 581999.9869911647 4705961.030456994, 581767.459893846 4705958.297665443, 581671.3267881266 4705957.17012198, 581287.6160458676 4705952.682801375, 581186.7201358553 4705951.50832667)",POINT (586244.2159108099 4705974.5165006),2019-02-02,s3,111283.38011763037,121400.05103741495,,10116.670919784532
s30-r10000m,"LINESTRING (581186.7201358553 4705951.50832667, 580917.873406054 4705948.378827332, 580493.9019003657 4705943.467758301, 580109.9870268072 4705956.811701311, 579726.2774572195 4705952.410373228, 579343.389582492 4705948.039538422, 578918.5977245921 4705943.214977401, 578631.0210640855 4705939.963538148, 578206.2293018631 4705935.182418567, 577823.3416111501 4705930.895134878, 577439.6323189728 4705926.619764487, 577097.0054308091 4705922.820005279, 576714.1178721435 4705918.593690676, 576330.2019078216 4705933.25620389, 575933.3475177949 4705928.919779272, 575494.5893039376 4705924.151787145, 575111.7029702329 4705920.013535876, 574714.0270824458 4705915.737718298, 574372.2230515147 4705912.0807774905, 573988.3147436588 4705926.872262349, 573591.4617086496 4705922.669241011, 573207.7549881911 4705918.626947696, 572810.9020444457 4705914.468394353, 572372.1454272864 4705909.897054325, 571989.076915586 4705923.696775666, 571591.4034852282 4705919.5991939735, 571249.601564884 4705916.095447241, 571071.6079870241 4705914.280137413)",POINT (576129.1701424461 4705931.059531462),2019-02-02,s3,121400.05103741495,131516.72195719954,,10116.670919784603
s31-r10000m,"LINESTRING (571071.6079870241 4705914.280137413, 570865.8960835298 4705912.182135651, 570469.0444198871 4705908.156982733, 570085.1491391081 4705923.16341607, 569647.2168083562 4705918.771939854, 569249.5447195743 4705914.808033564, 568866.6621301775 4705911.012996082, 568468.9901274384 4705907.09364848, 568072.1398043989 4705903.205029783, 567675.2895243932 4705899.339018696, 567428.798688805 4705896.949151413, 567332.6672673852 4705896.019467187, 566880.7674565178 4705891.666932005, 566483.9173042027 4705887.868790185, 566086.2455581247 4705884.0854623355, 565634.3458975864 4705879.813781601, 565333.6272442321 4705876.987416497, 564935.9556188225 4705873.26975256, 564484.0560945217 4705869.072689693, 564087.2061922472 4705865.41108044, 563690.3563304944 4705861.772078187, 563292.6848738111 4705858.148218962, 562895.8350924299 4705854.554477333, 562498.9853508174 4705850.983342529, 562142.3957616348 4705847.793779704, 561731.5783018939 4705844.14179531, 561334.7286755078 4705840.636982882, 560955.6656698742 4705837.312345268)",POINT (566013.7910508562 4705883.400570202),2019-02-02,s3,131516.72195719954,141633.39287698411,,10116.670919784574
s32-r10000m,"LINESTRING (560955.6656698742 4705837.312345268, 560882.8295622391 4705836.673523596, 560472.0122298701 4705833.095815976, 560129.2276981075 4705849.007237475, 559732.379302072 4705845.59369177, 559335.5309438059 4705842.2027524505, 558924.7148774597 4705838.716277132, 558527.0449632725 4705835.364444209, 558116.2289752433 4705831.925644834, 557664.3314338848 4705828.170945959, 557253.5155282362 4705824.7830200475, 556801.6180768212 4705821.08428184, 556500.9008895316 4705818.63918305, 556103.2311979344 4705815.42570626, 555706.3831734466 4705812.241498183, 555309.5351841878 4705809.07989595, 554857.6379305064 4705805.507254748, 554515.0176790813 4705802.818080106, 554118.1697940722 4705799.724341899, 553720.5003121622 4705796.646874333, 553323.6524954233 4705793.598394162, 552926.8047124065 4705790.572519534, 552529.1353319451 4705787.563055899, 552091.2060734514 4705784.275177714, 551694.3583935688 4705781.319506321, 551310.6568376893 4705778.483239868, 550954.8907541018 4705775.872348812, 550839.6774383971 4705775.033052804)",POINT (555897.8643987636 4705813.777895058),2019-02-02,s3,141633.39287698411,151750.0637967687,,10116.670919784652
s33-r10000m,"LINESTRING (550839.6774383971 4705775.033052804, 550557.2215365812 4705772.975442452, 550119.2924560774 4705769.811516524, 549763.399567168 4705785.027730689, 549324.6500448541 4705781.90787704, 548913.8359199577 4705779.011713713, 548516.9895067895 4705776.237022777, 548120.1431243083 4705773.48493683, 547709.3290958246 4705770.65979894, 547366.7102208108 4705768.322160024, 546955.8962514189 4705765.541449156, 546504.0009218366 4705762.510645967, 546148.2360801251 4705760.145198629, 545750.4442980052 4705776.399290203, 545298.5502937069 4705773.4466658225, 544901.705226038 4705770.8778972365, 544435.8436610783 4705767.891229593, 544135.1288090538 4705765.979871499, 543737.4621987306 4705763.4722144855, 543326.6496139279 4705760.9054958355, 542929.8046848973 4705758.44904786, 542477.910906421 4705755.679375654, 542067.0984107739 4705753.186926566, 541670.2535670606 4705750.802222863, 541327.6359902801 4705748.761561433, 540875.7423336493 4705746.095808026, 540723.865063449 4705745.209276101)",POINT (545782.0772514096 4705775.106742332),2019-02-02,s3,151750.0637967687,161866.73471655327,,10116.67091978458
s34-r10000m,"LINESTRING (540723.865063449 4705745.209276101, 540464.9299476316 4705743.697830401, 540054.1175890443 4705741.324076125, 539657.272876432 4705739.054031415, 539300.6877937495 4705737.033561752, 538889.8755113817 4705734.728456222, 538437.9820312145 4705732.220817928, 538027.1698038835 4705729.96658106, 537671.4064358535 4705728.033983676, 537274.5618700838 4705725.899656552, 536863.8495873153 4705704.837401614, 536453.03634422 4705702.675988638, 536042.2231258382 4705700.538798614, 535644.555953721 4705698.493071291, 535233.7427831617 4705696.403551927, 534836.897283085 4705694.408077703, 534371.0352024012 4705692.094406578, 534371.0352024012 4705692.094406578, 534015.271058694 4705690.348505901, 533604.4579812319 4705688.355054127, 533207.612570037 4705686.452381055, 532741.6618881926 4705703.124257194, 532330.8499934642 4705701.205894673, 531975.0869103478 4705699.5641640695, 531509.2262694817 4705697.441837434, 531098.4144396731 4705695.59614265, 530687.6026309462 4705693.774670379, 530608.1544108549 4705693.427094432)",POINT (535666.1396141477 4705698.604104554),2019-02-02,s3,161866.73471655327,171983.40563633785,,10116.670919784578
s35-r10000m,"LINESTRING (530608.1544108549 4705693.427094432, 530276.7908430229 4705691.977420592, 529865.9790756276 4705690.204393255, 529455.1673284792 4705688.455588338, 529044.355601299 4705686.73100581, 528688.5926614818 4705685.257088478, 528277.780970822 4705683.5777048515, 527811.9205367932 4705681.702592276, 527456.157646735 4705680.291604489, 527058.5652916062 4705659.859333419, 526647.7525623823 4705658.276064571, 526236.9398512241 4705656.717017905, 525840.0947891416 4705655.233979648, 525388.2008460028 4705653.572743332, 524977.3881885061 4705652.087961704, 524566.5755479452 4705650.627402151, 524155.76292404154 4705649.1910646465, 523799.99920498487 4705647.966767229, 523402.3326141656 4705646.619769306, 522991.5200359556 4705645.252076951, 522526.48021621903 4705643.733078129, 522128.8136721257 4705642.458765446, 521773.0500196022 4705641.337964659, 521362.23750158236 4705640.066336443, 520951.42499804654 4705638.818930092, 520540.6125087193 4705637.595745586, 520492.0740155094 4705637.454085228)",POINT (525550.381746791 4705654.168946946),2019-02-02,s3,171983.40563633785,182100.07655612243,,10116.670919784603
s36-r10000m,"LINESTRING (520492.0740155094 4705637.454085228, 520129.8000333191 4705636.3967829, 519732.95519504667 4705635.261585439, 519322.142746217 4705634.110242795, 518856.281445082 4705632.833928035, 518500.5178875851 4705631.880222775, 518102.85147416557 4705630.835687891, 517692.0841868843 4705612.0142663885, 517227.0433804947 4705610.848974294, 516884.42498680076 4705610.0103038205, 516473.611575592 4705609.026914974, 516062.79817555257 4705608.067747749, 515610.90344808047 4705607.04063976, 515200.0900705964 4705606.13233789, 514789.31676971575 4705586.371684096, 514392.46999142796 4705585.540663227, 513940.5740852022 4705584.621889095, 513625.0685865676 4705583.997792083, 513228.2218342915 4705583.233081103, 512817.4073997563 4705582.465264553, 512406.5929739129 4705581.721669481, 512009.74624654197 4705581.026356809, 511543.8827067003 4705580.238960677, 511091.98686638917 4705579.50493342, 510790.4491016667 4705579.031439962, 510379.6347146341 4705578.407353473, 510376.33249961486 4705578.402541362)",POINT (515434.18509049865 4705606.64991827),2019-02-02,s3,182100.07655612243,192216.747475907,1.0,10116.670919784667
s37-r10000m,"LINESTRING (510376.33249961486 4705578.402541362, 509927.7388970222 4705577.748834059, 509516.92452445306 4705577.17561251, 509161.15928303363 4705576.698772997, 508764.3126104498 4705576.188303612, 508298.4491323017 4705575.617897325, 507901.60247145564 4705575.156563397, 507503.93418692925 4705574.716946866, 507148.16896949045 4705574.342888265, 506682.32361788454 4705555.003970851, 506285.4759007257 4705554.634684114, 505874.6604627212 4705554.276209252, 505518.89429663814 4705553.985340301, 505121.2249595727 4705553.68171214, 504710.40953213436 4705553.391880434, 504258.51256563334 4705553.101041146, 503847.69714458357 4705552.862074134, 503450.8494503305 4705552.654231996, 503040.034034148 4705552.462884014, 502629.22532386106 4705534.529579088, 502232.3766236555 4705534.391134738, 501875.78793772706 4705534.286014519, 501478.9392399899 4705534.190481605, 501068.12278368935 4705534.115395737, 500671.27408759284 4705534.065862753, 500260.45763245004 4705534.038395859)",POINT (505318.4013676133 4705553.832260107),2019-02-02,s3,192216.747475907,202333.41839569158,3.0,10116.670919784605
s38-r10000m,"LINESTRING (656499.2989985842 4751214.730384918, 656509.4180202183 4750770.526667733, 656519.536275188 4750326.323227325, 656529.6537634451 4749882.120063693, 656539.7704849413 4749437.917176832, 656551.1508800457 4748938.189259941, 656560.8360962102 4748512.865553272, 656570.9504538622 4748068.663519541, 656579.7998876642 4747679.986967054, 656591.1768682442 4747180.260282352, 656601.2889248775 4746736.059078887, 656611.4002144081 4746291.858152169, 656620.2469634453 4745903.182568313, 656630.3568145281 4745458.982160492, 656640.4658983694 4745014.78202941, 656650.574214921 4744570.582175067, 656660.6817641346 4744126.382597456, 656670.384289423 4743699.951263297, 656680.4903345142 4743255.752228075, 656690.5956121244 4742811.553469574, 656700.7001222057 4742367.354987795, 656712.06677855 4741867.632026558, 656722.1696574719 4741423.4341327995, 656729.7740844131 4741089.061619442)",POINT (656614.5859048066 4746151.897125761),2019-02-05,s4,0.0,10128.291402124205,,10128.291402124303
s39-r10000m,"LINESTRING (656729.7740844131 4741089.061619442, 656732.2717687142 4740979.236515749, 656741.110486276 4740590.563827817, 656752.4736879668 4740090.842111768, 656763.4066957462 4739609.999102262, 656770.9810002546 4739276.85171076, 656781.0794010053 4738832.6554308655, 656791.1770337952 4738388.45942766, 656801.2738985759 4737944.263701144, 656812.6319533836 4737444.543839535, 656821.4653239176 4737055.87307816, 656831.5598843822 4736611.678181685, 656842.9153466611 4736111.9592538625, 656851.7467006578 4735723.2892187545, 656820.4919500975 4735297.0438733455, 656528.9517009549 4734938.22362671, 656176.2761647928 4734819.132692981, 656081.7665455197 4734798.107950983, 656000.3260597753 4734778.490814992, 655863.6497744841 4734775.4044835875, 655454.8643905977 4734747.301944137, 655141.4084521949 4734740.2525290325, 654773.1182559186 4734731.988120796, 654404.8281359407 4734723.743370228, 654036.1169847006 4734734.396475931, 653667.4326351514 4734743.958749703, 653243.8917790602 4734753.434063979, 652876.0228744311 4734726.392670819, 652684.7595599674 4734714.363178284)",POINT (656844.8634247166 4736026.223865325),2019-02-05,s4,10128.291402124205,20256.58280424841,,10128.291402124116
s40-r10000m,"LINESTRING (652684.7595599674 4734714.363178284, 652440.1987028738 4734698.981540603, 652166.8466878571 4734692.952623836, 651785.4634066067 4734684.559115421, 651403.2617868123 4734676.168742508, 650966.6561839336 4734684.3861339, 650598.3687977665 4734676.34449852, 650256.6784474909 4734687.788290365, 649888.3922117983 4734679.78452243, 649465.2723388979 4734670.613346327, 649137.9069333966 4734663.535460917, 648769.6209216558 4734655.591403805, 648400.9292857532 4734666.545144286, 647991.7238928644 4734657.763302883, 647623.4391163017 4734649.880393246, 647255.1544125341 4734642.017139138, 646873.7752180559 4734633.895018795, 646505.4906619154 4734626.071774273, 646123.2932100478 4734617.973767976, 645795.9292872953 4734611.054404729, 645427.644942104 4734603.288684119, 645045.4477085992 4734595.250374523, 644582.2280384896 4734585.536386731, 644308.8793815179 4734579.818692305, 643940.5953248381 4734572.132333082, 643571.9419375609 4734582.233246041, 643203.6589709125 4734574.586192201, 642849.2889830233 4734567.2465815935, 642559.4249759939 4734561.258176395)",POINT (647622.3947095341 4734649.858094096),2019-02-05,s4,20256.58280424841,30384.874206372617,,10128.291402124205
s41-r10000m,"LINESTRING (642559.4249759939 4734561.258176395, 642481.0061548082 4734559.6380936485, 642126.636299791 4734552.335591809, 641771.4481037805 4734545.034485176, 641417.0783785788 4734537.7684193095, 641021.7884379886 4734529.684785838, 640653.5059567725 4734522.173824567, 640298.318029511 4734514.948537448, 639930.0356844392 4734507.476184319, 639561.7534084093 4734500.023484501, 639193.4712012353 4734492.5904378975, 638825.1890627416 4734485.177044395, 638470.8198697031 4734478.062265785, 638143.4580847773 4734471.505890797, 637775.1761411075 4734464.14852992, 637365.9740612046 4734455.996733973, 637011.6051276354 4734448.956882231, 636697.3380426252 4734442.72891163, 636288.1361826229 4734434.641022719, 635933.7674389632 4734427.6565141715, 635620.3189253293 4734421.4936959585, 635252.0374438387 4734414.270975954, 634896.8504782611 4734407.323680106, 634542.4819775464 4734400.410608018, 634133.2805520461 4734392.450481777, 633778.9121836148 4734385.576615116, 633464.6455985656 4734379.495845387, 633110.2773453584 4734372.656309398, 632755.9091529886 4734365.83496812, 632433.1414421882 4734359.639461101)",POINT (637496.3201515819 4734458.59338434),2019-02-05,s4,30384.874206372617,40513.16560849682,,10128.29140212414
s42-r10000m,"LINESTRING (632433.1414421882 4734359.639461101, 632359.8025155434 4734358.231724764, 632046.3545481744 4734352.231220766, 631650.7065655174 4734363.562282624, 631295.8801025602 4734337.922321034, 630941.5122191637 4734331.194136981, 630600.238817601 4734324.731767575, 630286.4349631186 4734337.689142033, 629891.1482754438 4734330.242991268, 629535.9631988166 4734323.571556996, 629208.6037338709 4734317.438955842, 628813.317247116 4734310.054532997, 628445.0379775681 4734303.195006771, 628076.7587714394 4734296.355130764, 627749.7487419522 4734271.413790493, 627381.1204433743 4734283.488978203, 627012.8414194488 4734276.705868969, 626644.562458242 4734269.942409587, 626276.2835595753 4734263.198599964, 625867.0848564067 4734255.728524062, 625498.8060891762 4734249.026196956, 625130.5273839218 4734242.343519321, 624748.3359929228 4734235.429161834, 624380.0574134083 4734228.78652516, 624052.698727639 4734222.898454845, 623684.4202640093 4734216.292933226, 623262.1277008881 4734208.742784895, 622893.8493681754 4734202.1794430455, 622525.571096164 4734195.6357500125, 622308.7637223266 4734191.794585753)",POINT (627372.0821174546 4734283.3225067295),2019-02-05,s4,40513.16560849682,50641.45701062102,,10128.291402124216
s43-r10000m,"LINESTRING (622308.7637223266 4734191.794585753, 622184.2999514653 4734189.589468004, 621816.0217958996 4734183.083631436, 621448.0756776651 4734157.719550507, 621038.8767451707 4734150.535722835, 620670.267918145 4734162.968904304, 620315.9027287452 4734156.78621191, 619947.6248765988 4734150.380058069, 619579.34708371 4734143.993552324, 619183.2439235182 4734137.146441454, 618911.0434806554 4734113.570842652, 618542.7648464999 4734107.239659751, 618188.3990160477 4734101.166203269, 617779.2006647672 4734094.175605271, 617410.9222100541 4734087.904806177, 617055.7381553617 4734081.875580868, 616687.459814454 4734075.64337808, 616374.0140719572 4734070.354558227, 616005.7358376499 4734064.158724729, 615651.3703907616 4734058.215503887, 615283.0922687775 4734052.058222387, 614886.9887522772 4734045.4576537805, 614518.7107483468 4734039.341150594, 614164.3455224432 4734033.474262814, 613755.1478669856 4734026.722195722, 613482.6222669756 4734022.238775242, 613127.4387983397 4734016.411666444, 612759.1610632008 4734010.389030575, 612404.7960951203 4734004.6124636335, 612183.8800984329 4734001.023488978)",POINT (617247.3272429261 4734085.127792673),2019-02-05,s4,50641.45701062102,60769.748412745226,,10128.291402124225
s44-r10000m,"LINESTRING (612183.8800984329 4734001.023488978, 611995.5987363827 4733997.9646926625, 611627.3211719645 4733992.00243648, 611259.3298864492 4733968.292475052, 610904.9642230363 4733962.592912979, 610536.6858737426 4733956.68885546, 610181.5019175288 4733951.01333052, 609854.1434774146 4733945.798614293, 609499.7780143566 4733940.171180285, 609131.4998726088 4733934.3420823375, 608777.134511602 4733928.751741114, 608421.9508048126 4733923.166741451, 608053.6728204731 4733917.39513936, 607658.3878433956 4733911.222145613, 607290.1099696325 4733905.491274795, 606976.6646210952 4733900.629142475, 606621.481165407 4733895.136771495, 606267.1161536516 4733889.675265537, 605912.751190551 4733884.231948293, 605503.8422071175 4733859.091223154, 605148.6579825949 4733853.674640492, 604780.3794598602 4733848.077663625, 604426.0137302432 4733842.710673572, 604016.8154876288 4733836.535853096, 603744.2894933011 4733832.43687739, 603389.1055068212 4733827.110814973, 603034.7399640318 4733821.815233733, 602666.461736304 4733816.331016056, 602341.2917208518 4733663.782074414, 602255.4711089594 4733429.9254399715)",POINT (607121.0877153729 4733902.869418803),2019-02-05,s4,60769.748412745226,70898.03981486944,,10128.291402124285
s45-r10000m,"LINESTRING (602255.4711089594 4733429.9254399715, 602183.9169155762 4733234.944042427, 602244.2266680984 4732865.974161295, 602304.2824069283 4732459.237373772, 602322.3086865227 4732181.830157628, 602339.2341091685 4731978.823395062, 602357.8084897184 4731609.2367937965, 602378.5841483588 4731146.384645195, 602384.8829543075 4730721.082006104, 602391.1977444789 4730294.6691892315, 602397.4956293133 4729869.367094661, 602389.8715263731 4729443.859158041, 602395.6251684006 4729055.202379758, 602401.9372937301 4728628.790632805, 602408.232520617 4728203.489605359, 602414.5272874606 4727778.188849805, 602421.9226397804 4727278.488570568, 602428.2328381729 4726852.077962415, 602434.5261430258 4726426.77807079, 602441.0982939209 4725982.600928532, 602461.3200091221 4725557.507685999, 602481.0007241324 4725169.059295364, 602677.6871963512 4724783.232852275, 603076.5296745866 4724584.790564215, 603555.9419132953 4724536.406802117, 603978.802243275 4724542.741415681, 604037.1060128518 4724543.618392817)",POINT (602405.4666992434 4728390.34651982),2019-02-05,s4,70898.03981486944,81026.33121699364,,10128.291402124072
